"Product", "Region", "Volume", "Currency"
"MobileThing V0", "Central Africa", "4357726", "USD"
"MobileThing V0", "East Africa", "1474442", "USD"
"MobileThing V0", "Central Asia", "286311", "USD"
"MobileThing V0", "North Asia", "6093413", "USD"
"MobileThing V0", "Asia Pacific", "9695523", "USD"
"MobileThing V0", "China", "7296799", "USD"
"MobileThing V0", "India", "461426", "USD"
"MobileThing 1DX", "North America", "522477", "USD"
"MobileThing 1DX", "Middle America", "418100", "USD"
"MobileThing 1DX", "South America", "4264837", "USD"
"MobileThing 1DX", "West Europe", "5584333", "USD"
"MobileThing 1DX", "Central Europe", "9720065", "USD"
"MobileThing 1DX", "East Europe", "5213330", "USD"
"MobileThing 1DX", "North Africa", "7239806", "USD"
"MobileThing 1DX", "Central Africa", "2128616", "USD"
"MobileThing 1DX", "East Africa", "8904560", "USD"
"MobileThing 1DX", "Central Asia", "8054125", "USD"
"MobileThing 1DX", "North Asia", "4053801", "USD"
"MobileThing 1DX", "Asia Pacific", "9564798", "USD"
"MobileThing 1DX", "China", "6911501", "USD"
"MobileThing 1DX", "India", "4244927", "USD"
"MobileThing MX2", "North America", "1283198", "USD"
"MobileThing MX2", "Middle America", "3420382", "USD"
"MobileThing MX2", "South America", "3089939", "USD"
"MobileThing MX2", "West Europe", "6109401", "USD"
"MobileThing MX2", "Central Europe", "3817710", "USD"
"MobileThing MX2", "East Europe", "3702692", "USD"
"MobileThing MX2", "North Africa", "6026822", "USD"
"MobileThing MX2", "Central Africa", "331343", "USD"
"MobileThing MX2", "East Africa", "268844", "USD"
"MobileThing MX2", "Central Asia", "5310768", "USD"
"MobileThing MX2", "North Asia", "3140216", "USD"
"MobileThing MX2", "Asia Pacific", "767486", "USD"
"MobileThing MX2", "China", "958782", "USD"
"MobileThing MX2", "India", "5275511", "USD"
"MobileThing U3R", "North America", "7535718", "USD"
"MobileThing U3R", "Middle America", "7669991", "USD"
"MobileThing U3R", "South America", "7740480", "USD"
"MobileThing U3R", "West Europe", "192629", "USD"
"MobileThing U3R", "Central Europe", "8686431", "USD"
"MobileThing U3R", "East Europe", "6688078", "USD"
"MobileThing U3R", "North Africa", "5222033", "USD"
"MobileThing U3R", "Central Africa", "6050849", "USD"
"MobileThing U3R", "East Africa", "6475371", "USD"
"MobileThing U3R", "Central Asia", "8762385", "USD"
"MobileThing U3R", "North Asia", "1103159", "USD"
"MobileThing U3R", "Asia Pacific", "1808215", "USD"
"MobileThing U3R", "China", "3930207", "USD"
"MobileThing U3R", "India", "5082275", "USD"
"MobileThing X4", "North America", "9278855", "USD"
"MobileThing X4", "Middle America", "7532240", "USD"
"MobileThing X4", "South America", "2583747", "USD"
"MobileThing X4", "West Europe", "9645467", "USD"
"MobileThing X4", "Central Europe", "3125111", "USD"
"MobileThing X4", "East Europe", "7695008", "USD"
"MobileThing X4", "North Africa", "5809584", "USD"
"MobileThing X4", "Central Africa", "5640994", "USD"
"MobileThing X4", "East Africa", "7953790", "USD"
"MobileThing X4", "Central Asia", "302266", "USD"
"MobileThing X4", "North Asia", "9710854", "USD"
"MobileThing X4", "Asia Pacific", "870629", "USD"
"MobileThing X4", "China", "1008562", "USD"
"MobileThing X4", "India", "2935888", "USD"
"MobileThing G5T", "North America", "8181073", "USD"
"MobileThing G5T", "Middle America", "1730597", "USD"
"MobileThing G5T", "South America", "4571050", "USD"
"MobileThing G5T", "West Europe", "7502035", "USD"
"MobileThing G5T", "Central Europe", "8609498", "USD"
"MobileThing G5T", "East Europe", "4894462", "USD"
"MobileThing G5T", "North Africa", "2756097", "USD"
"MobileThing G5T", "Central Africa", "6502676", "USD"
"MobileThing G5T", "East Africa", "7369526", "USD"
"MobileThing G5T", "Central Asia", "769795", "USD"
"MobileThing G5T", "North Asia", "5397352", "USD"
"MobileThing G5T", "Asia Pacific", "4986063", "USD"
"MobileThing G5T", "China", "9707132", "USD"
"MobileThing G5T", "India", "3045320", "USD"
"MobileThing HU6", "North America", "3059109", "USD"
"MobileThing HU6", "Middle America", "3982127", "USD"
"MobileThing HU6", "South America", "6937348", "USD"
"MobileThing HU6", "West Europe", "4201883", "USD"
"MobileThing HU6", "Central Europe", "5657629", "USD"
"MobileThing HU6", "East Europe", "3191642", "USD"
"MobileThing HU6", "North Africa", "4960345", "USD"
"MobileThing HU6", "Central Africa", "7729755", "USD"
"MobileThing HU6", "East Africa", "3434911", "USD"
"MobileThing HU6", "Central Asia", "2973433", "USD"
"MobileThing HU6", "North Asia", "2024645", "USD"
"MobileThing HU6", "Asia Pacific", "3976380", "USD"
"MobileThing HU6", "China", "3100178", "USD"
"MobileThing HU6", "India", "8261739", "USD"
"MobileThinker V0", "North America", "393548", "USD"
"MobileThinker V0", "Middle America", "8042870", "USD"
"MobileThinker V0", "South America", "3839065", "USD"
"MobileThinker V0", "West Europe", "9946292", "USD"
"MobileThinker V0", "Central Europe", "6111848", "USD"
"MobileThinker V0", "East Europe", "4954128", "USD"
"MobileThinker V0", "North Africa", "7587813", "USD"
"MobileThinker V0", "Central Africa", "2460507", "USD"
"MobileThinker V0", "East Africa", "3423434", "USD"
"MobileThinker V0", "Central Asia", "9446683", "USD"
"MobileThinker V0", "North Asia", "5479494", "USD"
"MobileThinker V0", "Asia Pacific", "9848617", "USD"
"MobileThinker V0", "China", "5556396", "USD"
"MobileThinker V0", "India", "5149918", "USD"
"MobileThinker 1DX", "North America", "7691578", "USD"
"MobileThinker 1DX", "Middle America", "6420451", "USD"
"MobileThinker 1DX", "South America", "1570764", "USD"
"MobileThinker 1DX", "West Europe", "680529", "USD"
"MobileThinker 1DX", "Central Europe", "7058936", "USD"
"MobileThinker 1DX", "East Europe", "2252937", "USD"
"MobileThinker 1DX", "North Africa", "9755017", "USD"
"MobileThinker 1DX", "Central Africa", "8226698", "USD"
"MobileThinker 1DX", "East Africa", "7763584", "USD"
"MobileThinker 1DX", "Central Asia", "8260334", "USD"
"MobileThinker 1DX", "North Asia", "1661042", "USD"
"MobileThinker 1DX", "Asia Pacific", "3567590", "USD"
"MobileThinker 1DX", "China", "9172311", "USD"
"MobileThinker 1DX", "India", "330556", "USD"
"MobileThinker MX2", "North America", "7283190", "USD"
"MobileThinker MX2", "Middle America", "5155437", "USD"
"MobileThinker MX2", "South America", "1465539", "USD"
"MobileThinker MX2", "West Europe", "7112859", "USD"
"MobileThinker MX2", "Central Europe", "1115653", "USD"
"MobileThinker MX2", "East Europe", "3881607", "USD"
"MobileThinker MX2", "North Africa", "4085554", "USD"
"MobileThinker MX2", "Central Africa", "1442541", "USD"
"MobileThinker MX2", "East Africa", "863340", "USD"
"MobileThinker MX2", "Central Asia", "4454696", "USD"
"MobileThinker MX2", "North Asia", "229528", "USD"
"MobileThinker MX2", "Asia Pacific", "1101215", "USD"
"MobileThinker MX2", "China", "5435004", "USD"
"MobileThinker MX2", "India", "3937828", "USD"
"MobileThinker U3R", "North America", "622478", "USD"
"MobileThinker U3R", "Middle America", "636582", "USD"
"MobileThinker U3R", "South America", "6513329", "USD"
"MobileThinker U3R", "West Europe", "2923975", "USD"
"MobileThinker U3R", "Central Europe", "7627607", "USD"
"MobileThinker U3R", "East Europe", "2303533", "USD"
"MobileThinker U3R", "North Africa", "8475259", "USD"
"MobileThinker U3R", "Central Africa", "10072268", "USD"
"MobileThinker U3R", "East Africa", "6386235", "USD"
"MobileThinker U3R", "Central Asia", "838809", "USD"
"MobileThinker U3R", "North Asia", "4726814", "USD"
"MobileThinker U3R", "Asia Pacific", "1284896", "USD"
"MobileThinker U3R", "China", "3126766", "USD"
"MobileThinker U3R", "India", "3744317", "USD"
"MobileThinker X4", "North America", "4620202", "USD"
"MobileThinker X4", "Middle America", "673334", "USD"
"MobileThinker X4", "South America", "2041937", "USD"
"MobileThinker X4", "West Europe", "6029611", "USD"
"MobileThinker X4", "Central Europe", "4037014", "USD"
"MobileThinker X4", "East Europe", "1644288", "USD"
"MobileThinker X4", "North Africa", "1205843", "USD"
"MobileThinker X4", "Central Africa", "5951923", "USD"
"MobileThinker X4", "East Africa", "4449816", "USD"
"MobileThinker X4", "Central Asia", "2929880", "USD"
"MobileThinker X4", "North Asia", "4886990", "USD"
"MobileThinker X4", "Asia Pacific", "6192530", "USD"
"MobileThinker X4", "China", "9815483", "USD"
"MobileThinker X4", "India", "6193231", "USD"
"MobileThinker G5T", "North America", "4310926", "USD"
"MobileThinker G5T", "Middle America", "3121131", "USD"
"MobileThinker G5T", "South America", "8007117", "USD"
"MobileThinker G5T", "West Europe", "8959759", "USD"
"MobileThinker G5T", "Central Europe", "1435713", "USD"
"MobileThinker G5T", "East Europe", "5325286", "USD"
"MobileThinker G5T", "North Africa", "3657409", "USD"
"MobileThinker G5T", "Central Africa", "9056126", "USD"
"MobileThinker G5T", "East Africa", "625830", "USD"
"MobileThinker G5T", "Central Asia", "1419889", "USD"
"MobileThinker G5T", "North Asia", "2264830", "USD"
"MobileThinker G5T", "Asia Pacific", "4482927", "USD"
"MobileThinker G5T", "China", "1244806", "USD"
"MobileThinker G5T", "India", "6302000", "USD"
"MobileThinker HU6", "North America", "1205041", "USD"
"MobileThinker HU6", "Middle America", "5703850", "USD"
"MobileThinker HU6", "South America", "134191", "USD"
"MobileThinker HU6", "West Europe", "4479285", "USD"
"MobileThinker HU6", "Central Europe", "1893442", "USD"
"MobileThinker HU6", "East Europe", "5703167", "USD"
"MobileThinker HU6", "North Africa", "6706216", "USD"
"MobileThinker HU6", "Central Africa", "8875677", "USD"
"MobileThinker HU6", "East Africa", "8760774", "USD"
"MobileThinker HU6", "Central Asia", "6845067", "USD"
"MobileThinker HU6", "North Asia", "4949753", "USD"
"MobileThinker HU6", "Asia Pacific", "3605798", "USD"
"MobileThinker HU6", "China", "4932224", "USD"
"MobileThinker HU6", "India", "2562492", "USD"
"MobileCruncher V0", "North America", "6033983", "USD"
"MobileCruncher V0", "Middle America", "9610007", "USD"
"MobileCruncher V0", "South America", "1541486", "USD"
"MobileCruncher V0", "West Europe", "6209739", "USD"
"MobileCruncher V0", "Central Europe", "2391405", "USD"
"MobileCruncher V0", "East Europe", "2754920", "USD"
"MobileCruncher V0", "North Africa", "7464757", "USD"
"MobileCruncher V0", "Central Africa", "9032293", "USD"
"MobileCruncher V0", "East Africa", "9171613", "USD"
"MobileCruncher V0", "Central Asia", "5029551", "USD"
"MobileCruncher V0", "North Asia", "8925654", "USD"
"MobileCruncher V0", "Asia Pacific", "4138923", "USD"
"MobileCruncher V0", "China", "1779531", "USD"
"MobileCruncher V0", "India", "805176", "USD"
"MobileCruncher 1DX", "North America", "3900547", "USD"
"MobileCruncher 1DX", "Middle America", "3605291", "USD"
"MobileCruncher 1DX", "South America", "8846542", "USD"
"MobileCruncher 1DX", "West Europe", "1777377", "USD"
"MobileCruncher 1DX", "Central Europe", "4544848", "USD"
"MobileCruncher 1DX", "East Europe", "1394896", "USD"
"MobileCruncher 1DX", "North Africa", "8430238", "USD"
"MobileCruncher 1DX", "Central Africa", "6171631", "USD"
"MobileCruncher 1DX", "East Africa", "1964272", "USD"
"MobileCruncher 1DX", "Central Asia", "5652361", "USD"
"MobileCruncher 1DX", "North Asia", "1498266", "USD"
"MobileCruncher 1DX", "Asia Pacific", "10069197", "USD"
"MobileCruncher 1DX", "China", "1571135", "USD"
"MobileCruncher 1DX", "India", "105690", "USD"
"MobileCruncher MX2", "North America", "824019", "USD"
"MobileCruncher MX2", "Middle America", "1297934", "USD"
"MobileCruncher MX2", "South America", "3994243", "USD"
"MobileCruncher MX2", "West Europe", "5808278", "USD"
"MobileCruncher MX2", "Central Europe", "5306684", "USD"
"MobileCruncher MX2", "East Europe", "9233085", "USD"
"MobileCruncher MX2", "North Africa", "6051974", "USD"
"MobileCruncher MX2", "Central Africa", "1258075", "USD"
"MobileCruncher MX2", "East Africa", "9425421", "USD"
"MobileCruncher MX2", "Central Asia", "7065963", "USD"
"MobileCruncher MX2", "North Asia", "8651624", "USD"
"MobileCruncher MX2", "Asia Pacific", "1050470", "USD"
"MobileCruncher MX2", "China", "5047226", "USD"
"MobileCruncher MX2", "India", "6623820", "USD"
"MobileCruncher U3R", "North America", "3644159", "USD"
"MobileCruncher U3R", "Middle America", "653081", "USD"
"MobileCruncher U3R", "South America", "8130272", "USD"
"MobileCruncher U3R", "West Europe", "9662141", "USD"
"MobileCruncher U3R", "Central Europe", "9641983", "USD"
"MobileCruncher U3R", "East Europe", "7634809", "USD"
"MobileCruncher U3R", "North Africa", "5999323", "USD"
"MobileCruncher U3R", "Central Africa", "3700929", "USD"
"MobileCruncher U3R", "East Africa", "7598372", "USD"
"MobileCruncher U3R", "Central Asia", "7738095", "USD"
"MobileCruncher U3R", "North Asia", "1817038", "USD"
"MobileCruncher U3R", "Asia Pacific", "4939474", "USD"
"MobileCruncher U3R", "China", "550740", "USD"
"MobileCruncher U3R", "India", "7552539", "USD"
"MobileCruncher X4", "North America", "1634790", "USD"
"MobileCruncher X4", "Middle America", "5559492", "USD"
"MobileCruncher X4", "South America", "8345907", "USD"
"MobileCruncher X4", "West Europe", "4229611", "USD"
"MobileCruncher X4", "Central Europe", "5978866", "USD"
"MobileCruncher X4", "East Europe", "7814379", "USD"
"MobileCruncher X4", "North Africa", "7394061", "USD"
"MobileCruncher X4", "Central Africa", "6672368", "USD"
"MobileCruncher X4", "East Africa", "2312673", "USD"
"MobileCruncher X4", "Central Asia", "2702761", "USD"
"MobileCruncher X4", "North Asia", "7539129", "USD"
"MobileCruncher X4", "Asia Pacific", "1940701", "USD"
"MobileCruncher X4", "China", "6912880", "USD"
"MobileCruncher X4", "India", "6737366", "USD"
"MobileCruncher G5T", "North America", "2986770", "USD"
"MobileCruncher G5T", "Middle America", "5231815", "USD"
"MobileCruncher G5T", "South America", "4707129", "USD"
"MobileCruncher G5T", "West Europe", "6345670", "USD"
"MobileCruncher G5T", "Central Europe", "1897236", "USD"
"MobileCruncher G5T", "East Europe", "1727242", "USD"
"MobileCruncher G5T", "North Africa", "3443287", "USD"
"MobileCruncher G5T", "Central Africa", "5776639", "USD"
"MobileCruncher G5T", "East Africa", "9728850", "USD"
"MobileCruncher G5T", "Central Asia", "3841857", "USD"
"MobileCruncher G5T", "North Asia", "4194904", "USD"
"MobileCruncher G5T", "Asia Pacific", "1038287", "USD"
"MobileCruncher G5T", "China", "4708876", "USD"
"MobileCruncher G5T", "India", "7967001", "USD"
"MobileCruncher HU6", "North America", "3654866", "USD"
"MobileCruncher HU6", "Middle America", "9353666", "USD"
"MobileCruncher HU6", "South America", "9912068", "USD"
"MobileCruncher HU6", "West Europe", "668945", "USD"
"MobileCruncher HU6", "Central Europe", "4928965", "USD"
"MobileCruncher HU6", "East Europe", "898275", "USD"
"MobileCruncher HU6", "North Africa", "5343188", "USD"
"MobileCruncher HU6", "Central Africa", "5485598", "USD"
"MobileCruncher HU6", "East Africa", "2613383", "USD"
"MobileCruncher HU6", "Central Asia", "7169798", "USD"
"MobileCruncher HU6", "North Asia", "5148324", "USD"
"MobileCruncher HU6", "Asia Pacific", "7958451", "USD"
"MobileCruncher HU6", "China", "4824853", "USD"
"MobileCruncher HU6", "India", "8241428", "USD"
"IntelliPhone V0", "North America", "9620831", "USD"
"IntelliPhone V0", "Middle America", "8343454", "USD"
"IntelliPhone V0", "South America", "9549523", "USD"
"IntelliPhone V0", "West Europe", "9362981", "USD"
"IntelliPhone V0", "Central Europe", "9021248", "USD"
"IntelliPhone V0", "East Europe", "8563608", "USD"
"IntelliPhone V0", "North Africa", "5186321", "USD"
"IntelliPhone V0", "Central Africa", "5899333", "USD"
"IntelliPhone V0", "East Africa", "6396555", "USD"
"IntelliPhone V0", "Central Asia", "2397738", "USD"
"IntelliPhone V0", "North Asia", "5482872", "USD"
"IntelliPhone V0", "Asia Pacific", "4433646", "USD"
"IntelliPhone V0", "China", "9562640", "USD"
"IntelliPhone V0", "India", "5644007", "USD"
"IntelliPhone 1DX", "North America", "7196807", "USD"
"IntelliPhone 1DX", "Middle America", "7013238", "USD"
"IntelliPhone 1DX", "South America", "8204890", "USD"
"IntelliPhone 1DX", "West Europe", "6053427", "USD"
"IntelliPhone 1DX", "Central Europe", "4762532", "USD"
"IntelliPhone 1DX", "East Europe", "4978810", "USD"
"IntelliPhone 1DX", "North Africa", "655295", "USD"
"IntelliPhone 1DX", "Central Africa", "1197711", "USD"
"IntelliPhone 1DX", "East Africa", "10003330", "USD"
"IntelliPhone 1DX", "Central Asia", "8593174", "USD"
"IntelliPhone 1DX", "North Asia", "6320505", "USD"
"IntelliPhone 1DX", "Asia Pacific", "6117492", "USD"
"IntelliPhone 1DX", "China", "6500920", "USD"
"IntelliPhone 1DX", "India", "8773484", "USD"
"IntelliPhone MX2", "North America", "3963782", "USD"
"IntelliPhone MX2", "Middle America", "1591046", "USD"
"IntelliPhone MX2", "South America", "7619339", "USD"
"IntelliPhone MX2", "West Europe", "7631394", "USD"
"IntelliPhone MX2", "Central Europe", "3084796", "USD"
"IntelliPhone MX2", "East Europe", "8170313", "USD"
"IntelliPhone MX2", "North Africa", "4377326", "USD"
"IntelliPhone MX2", "Central Africa", "5238419", "USD"
"IntelliPhone MX2", "East Africa", "5494744", "USD"
"IntelliPhone MX2", "Central Asia", "750146", "USD"
"IntelliPhone MX2", "North Asia", "4373107", "USD"
"IntelliPhone MX2", "Asia Pacific", "1059205", "USD"
"IntelliPhone MX2", "China", "6850282", "USD"
"IntelliPhone MX2", "India", "3368359", "USD"
"IntelliPhone U3R", "North America", "5787775", "USD"
"IntelliPhone U3R", "Middle America", "9833278", "USD"
"IntelliPhone U3R", "South America", "3388270", "USD"
"IntelliPhone U3R", "West Europe", "4178289", "USD"
"IntelliPhone U3R", "Central Europe", "1128212", "USD"
"IntelliPhone U3R", "East Europe", "3336240", "USD"
"IntelliPhone U3R", "North Africa", "7394354", "USD"
"IntelliPhone U3R", "Central Africa", "6092210", "USD"
"IntelliPhone U3R", "East Africa", "3817769", "USD"
"IntelliPhone U3R", "Central Asia", "1414278", "USD"
"IntelliPhone U3R", "North Asia", "6041917", "USD"
"IntelliPhone U3R", "Asia Pacific", "9463114", "USD"
"IntelliPhone U3R", "China", "7002681", "USD"
"IntelliPhone U3R", "India", "7961236", "USD"
"IntelliPhone X4", "North America", "2153952", "USD"
"IntelliPhone X4", "Middle America", "9353973", "USD"
"IntelliPhone X4", "South America", "8014471", "USD"
"IntelliPhone X4", "West Europe", "10095379", "USD"
"IntelliPhone X4", "Central Europe", "2168927", "USD"
"IntelliPhone X4", "East Europe", "1437762", "USD"
"IntelliPhone X4", "North Africa", "3813347", "USD"
"IntelliPhone X4", "Central Africa", "1693397", "USD"
"IntelliPhone X4", "East Africa", "6132721", "USD"
"IntelliPhone X4", "Central Asia", "7378165", "USD"
"IntelliPhone X4", "North Asia", "2434880", "USD"
"IntelliPhone X4", "Asia Pacific", "5652065", "USD"
"IntelliPhone X4", "China", "6892223", "USD"
"IntelliPhone X4", "India", "2660008", "USD"
"IntelliPhone G5T", "North America", "2971994", "USD"
"IntelliPhone G5T", "Middle America", "2773370", "USD"
"IntelliPhone G5T", "South America", "832224", "USD"
"IntelliPhone G5T", "West Europe", "7270119", "USD"
"IntelliPhone G5T", "Central Europe", "1946585", "USD"
"IntelliPhone G5T", "East Europe", "9006804", "USD"
"IntelliPhone G5T", "North Africa", "475717", "USD"
"IntelliPhone G5T", "Central Africa", "2373458", "USD"
"IntelliPhone G5T", "East Africa", "7059846", "USD"
"IntelliPhone G5T", "Central Asia", "6932937", "USD"
"IntelliPhone G5T", "North Asia", "10058755", "USD"
"IntelliPhone G5T", "Asia Pacific", "4185977", "USD"
"IntelliPhone G5T", "China", "257629", "USD"
"IntelliPhone G5T", "India", "1835224", "USD"
"IntelliPhone HU6", "North America", "8794526", "USD"
"IntelliPhone HU6", "Middle America", "9614854", "USD"
"IntelliPhone HU6", "South America", "806959", "USD"
"IntelliPhone HU6", "West Europe", "7482455", "USD"
"IntelliPhone HU6", "Central Europe", "2957331", "USD"
"IntelliPhone HU6", "East Europe", "6918328", "USD"
"IntelliPhone HU6", "North Africa", "5652069", "USD"
"IntelliPhone HU6", "Central Africa", "1832084", "USD"
"IntelliPhone HU6", "East Africa", "7145634", "USD"
"IntelliPhone HU6", "Central Asia", "8631566", "USD"
"IntelliPhone HU6", "North Asia", "8703087", "USD"
"IntelliPhone HU6", "Asia Pacific", "8265117", "USD"
"IntelliPhone HU6", "China", "7124421", "USD"
"IntelliPhone HU6", "India", "3311568", "USD"
"IntelliTablet V0", "North America", "2907790", "USD"
"IntelliTablet V0", "Middle America", "3676095", "USD"
"IntelliTablet V0", "South America", "1500568", "USD"
"IntelliTablet V0", "West Europe", "7273324", "USD"
"IntelliTablet V0", "Central Europe", "8966580", "USD"
"IntelliTablet V0", "East Europe", "767105", "USD"
"IntelliTablet V0", "North Africa", "7150967", "USD"
"IntelliTablet V0", "Central Africa", "7421020", "USD"
"IntelliTablet V0", "East Africa", "2373128", "USD"
"IntelliTablet V0", "Central Asia", "8232664", "USD"
"IntelliTablet V0", "North Asia", "3801663", "USD"
"IntelliTablet V0", "Asia Pacific", "1522260", "USD"
"IntelliTablet V0", "China", "6097874", "USD"
"IntelliTablet V0", "India", "9172677", "USD"
"IntelliTablet 1DX", "North America", "6447270", "USD"
"IntelliTablet 1DX", "Middle America", "2829909", "USD"
"IntelliTablet 1DX", "South America", "9678866", "USD"
"IntelliTablet 1DX", "West Europe", "5033600", "USD"
"IntelliTablet 1DX", "Central Europe", "403457", "USD"
"IntelliTablet 1DX", "East Europe", "1825308", "USD"
"IntelliTablet 1DX", "North Africa", "6744141", "USD"
"IntelliTablet 1DX", "Central Africa", "9653276", "USD"
"IntelliTablet 1DX", "East Africa", "2701296", "USD"
"IntelliTablet 1DX", "Central Asia", "9038218", "USD"
"IntelliTablet 1DX", "North Asia", "2062177", "USD"
"IntelliTablet 1DX", "Asia Pacific", "5572878", "USD"
"IntelliTablet 1DX", "China", "5260799", "USD"
"IntelliTablet 1DX", "India", "9393050", "USD"
"IntelliTablet MX2", "North America", "6101654", "USD"
"IntelliTablet MX2", "Middle America", "2679699", "USD"
"IntelliTablet MX2", "South America", "9821970", "USD"
"IntelliTablet MX2", "West Europe", "337518", "USD"
"IntelliTablet MX2", "Central Europe", "9779061", "USD"
"IntelliTablet MX2", "East Europe", "7457492", "USD"
"IntelliTablet MX2", "North Africa", "1965220", "USD"
"IntelliTablet MX2", "Central Africa", "3129041", "USD"
"IntelliTablet MX2", "East Africa", "4582445", "USD"
"IntelliTablet MX2", "Central Asia", "9646406", "USD"
"IntelliTablet MX2", "North Asia", "1719016", "USD"
"IntelliTablet MX2", "Asia Pacific", "9085820", "USD"
"IntelliTablet MX2", "China", "3581850", "USD"
"IntelliTablet MX2", "India", "1952480", "USD"
"IntelliTablet U3R", "North America", "1231132", "USD"
"IntelliTablet U3R", "Middle America", "353698", "USD"
"IntelliTablet U3R", "South America", "6971792", "USD"
"IntelliTablet U3R", "West Europe", "7597028", "USD"
"IntelliTablet U3R", "Central Europe", "5770907", "USD"
"IntelliTablet U3R", "East Europe", "7796510", "USD"
"IntelliTablet U3R", "North Africa", "1738333", "USD"
"IntelliTablet U3R", "Central Africa", "9959172", "USD"
"IntelliTablet U3R", "East Africa", "2933419", "USD"
"IntelliTablet U3R", "Central Asia", "6986804", "USD"
"IntelliTablet U3R", "North Asia", "8803130", "USD"
"IntelliTablet U3R", "Asia Pacific", "8340121", "USD"
"IntelliTablet U3R", "China", "6332490", "USD"
"IntelliTablet U3R", "India", "6955437", "USD"
"IntelliTablet X4", "North America", "2569076", "USD"
"IntelliTablet X4", "Middle America", "3965734", "USD"
"IntelliTablet X4", "South America", "4297986", "USD"
"IntelliTablet X4", "West Europe", "5352694", "USD"
"IntelliTablet X4", "Central Europe", "7176916", "USD"
"IntelliTablet X4", "East Europe", "744260", "USD"
"IntelliTablet X4", "North Africa", "1133844", "USD"
"IntelliTablet X4", "Central Africa", "7980216", "USD"
"IntelliTablet X4", "East Africa", "979491", "USD"
"IntelliTablet X4", "Central Asia", "6009060", "USD"
"IntelliTablet X4", "North Asia", "8346821", "USD"
"IntelliTablet X4", "Asia Pacific", "272182", "USD"
"IntelliTablet X4", "China", "5750039", "USD"
"IntelliTablet X4", "India", "7501498", "USD"
"IntelliTablet G5T", "North America", "5921938", "USD"
"IntelliTablet G5T", "Middle America", "3235794", "USD"
"IntelliTablet G5T", "South America", "9963216", "USD"
"IntelliTablet G5T", "West Europe", "4187077", "USD"
"IntelliTablet G5T", "Central Europe", "9199134", "USD"
"IntelliTablet G5T", "East Europe", "6605296", "USD"
"IntelliTablet G5T", "North Africa", "6122315", "USD"
"IntelliTablet G5T", "Central Africa", "148287", "USD"
"IntelliTablet G5T", "East Africa", "5196645", "USD"
"IntelliTablet G5T", "Central Asia", "7520367", "USD"
"IntelliTablet G5T", "North Asia", "553371", "USD"
"IntelliTablet G5T", "Asia Pacific", "2760536", "USD"
"IntelliTablet G5T", "China", "3330143", "USD"
"IntelliTablet G5T", "India", "3908882", "USD"
"IntelliTablet HU6", "North America", "346649", "USD"
"IntelliTablet HU6", "Middle America", "8632897", "USD"
"IntelliTablet HU6", "South America", "9392688", "USD"
"IntelliTablet HU6", "West Europe", "7935686", "USD"
"IntelliTablet HU6", "Central Europe", "6198259", "USD"
"IntelliTablet HU6", "East Europe", "3383333", "USD"
"IntelliTablet HU6", "North Africa", "8389061", "USD"
"IntelliTablet HU6", "Central Africa", "6373133", "USD"
"IntelliTablet HU6", "East Africa", "1789407", "USD"
"IntelliTablet HU6", "Central Asia", "4218410", "USD"
"IntelliTablet HU6", "North Asia", "1359059", "USD"
"IntelliTablet HU6", "Asia Pacific", "1555831", "USD"
"IntelliTablet HU6", "China", "10038060", "USD"
"IntelliTablet HU6", "India", "7500440", "USD"
"IntelliGlass V0", "North America", "3677850", "USD"
"IntelliGlass V0", "Middle America", "8701119", "USD"
"IntelliGlass V0", "South America", "4067576", "USD"
"IntelliGlass V0", "West Europe", "7010350", "USD"
"IntelliGlass V0", "Central Europe", "7487498", "USD"
"IntelliGlass V0", "East Europe", "2808506", "USD"
"IntelliGlass V0", "North Africa", "6059092", "USD"
"IntelliGlass V0", "Central Africa", "2452497", "USD"
"IntelliGlass V0", "East Africa", "8892303", "USD"
"IntelliGlass V0", "Central Asia", "1095368", "USD"
"IntelliGlass V0", "North Asia", "289267", "USD"
"IntelliGlass V0", "Asia Pacific", "1898006", "USD"
"IntelliGlass V0", "China", "1341572", "USD"
"IntelliGlass V0", "India", "4982922", "USD"
"IntelliGlass 1DX", "North America", "7602197", "USD"
"IntelliGlass 1DX", "Middle America", "6326133", "USD"
"IntelliGlass 1DX", "South America", "227020", "USD"
"IntelliGlass 1DX", "West Europe", "9015562", "USD"
"IntelliGlass 1DX", "Central Europe", "7324126", "USD"
"IntelliGlass 1DX", "East Europe", "9198515", "USD"
"IntelliGlass 1DX", "North Africa", "137934", "USD"
"IntelliGlass 1DX", "Central Africa", "2778331", "USD"
"IntelliGlass 1DX", "East Africa", "9201817", "USD"
"IntelliGlass 1DX", "Central Asia", "9089079", "USD"
"IntelliGlass 1DX", "North Asia", "5445836", "USD"
"IntelliGlass 1DX", "Asia Pacific", "5871424", "USD"
"IntelliGlass 1DX", "China", "2330216", "USD"
"IntelliGlass 1DX", "India", "8792767", "USD"
"IntelliGlass MX2", "North America", "6931314", "USD"
"IntelliGlass MX2", "Middle America", "5307267", "USD"
"IntelliGlass MX2", "South America", "232321", "USD"
"IntelliGlass MX2", "West Europe", "10049127", "USD"
"IntelliGlass MX2", "Central Europe", "2019269", "USD"
"IntelliGlass MX2", "East Europe", "9314838", "USD"
"IntelliGlass MX2", "North Africa", "1263924", "USD"
